station_name,station_code,station_category,division,zone,district,state
FATEHGARH CHURIAN,FGCN,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB
FEROZESHAH,PHS,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
FIROZPUR CITY JN.,FZP,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
GARHSHANKAR,GSR,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
GARNA SAHIB,GSB,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
GHAGWAL,GHGL,NSG6,FEROZPUR,NR,SAMBA,JAMMU AND KASHMIR
GHARYALA,GYL,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
GHIALA,GILA,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
GIANI ZAIL SINGH SAN,GZS,NSG6,FEROZPUR,NR,FARIDKOT,PUNJAB
GIDARPINDI,GOD,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
GOINDWAL SAHIB HALT,GWSB,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
GOLEHWALA,GHA,NSG6,FEROZPUR,NR,FARIDKOT,PUNJAB
GONEANA B JAGTA,GNA,NSG6,FEROZPUR,NR,BATHINDA,PUNJAB
GORAYA,GRY,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
GULER,GULR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
GURU HARSAHAI,GHS,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
HAMIRA,HMR,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB
HAMRE,HME,NSG6,FEROZPUR,NR,BARAMULLA,JAMMU AND KASHMIR
HARDORAWAL,HDWL,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB
HARSAR DEHRI,HRDR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
HIRA NAGAR,HRNR,NSG6,FEROZPUR,NR,KATHUA,JAMMU AND KASHMIR
HUSAINPUR,HSQ,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB
JAGRAON,JGN,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
JAIJON DOABA,JJJ,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
JAINTIPURA,JNT,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
JAKOLARI,JK,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
JALALABAD,JBD,NSG6,FEROZPUR,NR,FAZILKA,PUNJAB
JAMSHER KHAS,JME,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
JANDIALA,JNL,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
JAWALAMUKHI ROAD,JMKR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
JAWANWALA SHAHR,JWLS,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
JHOK TAHAL SINGH,JTH,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
JIWA ARAIN,JWN,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
JOGINDER NAGAR,JDNX,NSG6,FEROZPUR,NR,MANDI,HIMACHAL PRADESH
KAIRON,KCZ,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
KAKAPORA,KAPE,NSG6,FEROZPUR,NR,PULWAMA,JAMMU AND KASHMIR
KALA BAKRA,KKL,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
KANDRORI,KNDI,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
KANGRA,KGRA,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
KANGRA MANDIR,KGMR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
KASU BEGU,KBU,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
KATHUNANGAL,KNG,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
KHASA,KSA,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
KHATKAR KALAN JHANDA,KHHJ,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB
KHEM KARAN,KEMK,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
KHOJEWALA,KWJ,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
KHUDDA KORALA,KZX,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
KHUI KHERA,KUKA,NSG6,FEROZPUR,NR,FAZILKA,PUNJAB
KHURDPUR,KUPR,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
KOHAR SINGH WALA,KRSW,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
KOPARLAHAR,KPLR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
LADHOWAL,LDW,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
LADHUKA,LDK,NSG6,FEROZPUR,NR,FAZILKA,PUNJAB
LAKHEWALI,LKW,NSG6,FEROZPUR,NR,SRI MUKTSAR SAHIB,PUNJAB
MADHOPUR PUNJAB,MDPB,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
MAHALAM,MFM,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
MALLANWALA KHAS,MWX,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
MALSIAN SHAHKOT,MQS,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
MALUPOTA,MXP,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB
MANANWALA,MOW,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
MANWAL,MNVL,NSG6,FEROZPUR,NR,JAMMU,JAMMU AND KASHMIR
MAZHOM,MZMA,NSG6,FEROZPUR,NR,BUDGAM,JAMMU AND KASHMIR
MEGHRAJPURA,MGRP,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
MIRTHAL,MRTL,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
MODELGRAM,MG,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
MOGA,MOGA,NSG6,FEROZPUR,NR,MOGA,PUNJAB
MULLANPUR,MLX,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
NAGROTA,NGRT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
NAGROTA SURIYAN,NGRS,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
NANAKSAR,NNKR,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
NANDPUR BHATAULI,NDBT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
NASRALA,NAS,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
NAWASHAHR DOABA JN.,NSS,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB
NURMAHAL,NRM,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
NURPUR ROAD,NUPR,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
PAJIAN,PJA,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB
PALAMPUR HIMACHAL,PLMX,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
PAMPORE,PMPE,NSG6,FEROZPUR,NR,PULWAMA,JAMMU AND KASHMIR
PANCH RUKHI,PHRH,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
PANJGAM,PJGM,NSG6,FEROZPUR,NR,ANANTNAG,JAMMU AND KASHMIR
PARMANAND,PMQ,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
PARTABPURA,PPB,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
PATTAN,PTTN,NSG6,FEROZPUR,NR,BARAMULLA,JAMMU AND KASHMIR
PATTI,PAX,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
QADIAN,QDN,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB
QUAZIGUND,QG,NSG6,FEROZPUR,NR,ANANTNAG,JAMMU AND KASHMIR
RAHON,RHU,NSG6,FEROZPUR,NR,SHAHID BHAGAT SINGH NAGAR,PUNJAB
RAMDAS,RDS,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB
RAMNAGAR(J-K),RMJK,NSG6,FEROZPUR,NR,UDHAMPUR,JAMMU AND KASHMIR
ROMANA ALBEL SINGH,RLS,NSG6,FEROZPUR,NR,FARIDKOT,PUNJAB
RORANWALA,RRW,NSG6,FEROZPUR,NR,FAZILKA,PUNJAB
SADURA,SDUA,NSG6,FEROZPUR,NR,ANANTNAG,JAMMU AND KASHMIR
SAIDANWALA,SWX,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
SAILA KHURD,SQJ,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
SAMLOTI,SMLT,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
SANAHWAL,SNL,NSG6,FEROZPUR,NR,LUDHIANA,PUNJAB
SANGAR,SGR,NSG6,FEROZPUR,NR,JAMMU,JAMMU AND KASHMIR
SHAM CHAURASI,SCQ,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
SHANKAR,SQK,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
SOHAL,SOHL,NSG6,FEROZPUR,NR,GURDASPUR,PUNJAB
SOPORE,SXZM,NSG6,FEROZPUR,NR,BARAMULLA,JAMMU AND KASHMIR
SRINAGAR,SINA,NSG6,FEROZPUR,NR,SRINAGAR,JAMMU AND KASHMIR
SUCHIPIND HALT,SCPD,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
SUJANPUR,SJNP,NSG6,FEROZPUR,NR,PATHANKOT,PUNJAB
SULAH HIMACHAL PRADE,SLHP,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
SULTANPUR LODI,SQR,NSG6,FEROZPUR,NR,KAPURTHALA,PUNJAB
SURA NUSSI,SRX,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
TALARA,TLRA,NSG6,FEROZPUR,NR,KANGRA,HIMACHAL PRADESH
TALWANDI,TWB,NSG6,FEROZPUR,NR,FIROZEPUR,PUNJAB
TANDA-URMAR,TDO,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
TANGRA,TRA,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
TARN TARAN,TTO,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
THABALKE,TYK,NSG6,FEROZPUR,NR,JALANDHAR,PUNJAB
UNCHI BASSI,UCB,NSG6,FEROZPUR,NR,HOSHIARPUR,PUNJAB
VALTOHA,WLA,NSG6,FEROZPUR,NR,TARN TARAN,PUNJAB
VERKA JN.,VKA,NSG6,FEROZPUR,NR,AMRITSAR,PUNJAB
VIJAYPUR JAMMU,VJPJ,NSG6,FEROZPUR,NR,SAMBA,JAMMU AND KASHMIR
BARSATHI,BSY,HG2,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
DWARKAGANJ,DWJ,HG2,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
JARAUNA,JUA,HG2,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
ACHAL GANJ,ACH,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
BAHAI HALT,BYQ,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
BAISWARA,BSWA,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
BAND HAMIRPUR,BAHP,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
BARARA BUZURG,BRRZ,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
BHANAUR,VNN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
BHUPIA MAU,VPO,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
CHANDA HALT,CHDA,HG3,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
CHAURE BAZAR,CHBR,HG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
DAYALPUR,DLPR,HG3,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
DHIRGANJ,DHRJ,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
INDEMAU,IDM,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
ISHARDASPUR,IDS,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
KAJGAON TERHWAN HALT,KJTW,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
KATWAR BAZAR,KWBR,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
KORARI,KURO,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
KULHA HALT,KULH,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
MALETHU KANAK,MEQ,HG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
MANIKALAN HALT,MNKN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
MANJHLEPUR,MNJR,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
NIHASTA HALT,NHF,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
NIMA GOPALPUR HALT,NIMG,HG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
PINDRA ROAD,PDRD,HG3,LUCKNOW,NR,VARANASI,UTTAR PRADESH
RADHA BALAMPUR,RDV,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
RAM CHANDERPUR,RCP,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
RAMGANJ,RMGJ,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH
SAHAJIPUR HALT,SHJP,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH
SALKHAPUR,SAF,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
SHUDNIPUR,SPPR,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
SURAJKUNDA,SRJK,HG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
TIKAULI RAWATPUR,TKRP,HG3,LUCKNOW,NR,UNNAO,UTTAR PRADESH
WARIGAON NEWADA HALT,WRGN,HG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
WARISGANJ HALT,WGJ,HG3,LUCKNOW,NR,AMETHI,UTTAR PRADESH
LUCKNOW JN.,LKO,NSG2,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
VARANASI JN.,BSB,NSG2,LUCKNOW,NR,VARANASI,UTTAR PRADESH
AKBARPUR JN.,ABP,NSG3,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH
AYODHYA CANTT,AYC,NSG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
FAIZABAD JN.,FD,NSG3,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
JAUNPUR JN.,JNU,NSG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
PARTAPGARH JN.,PBH,NSG3,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
RAE BARELI JN.,RBL,NSG3,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
SHAHGANJ JN.,SHG,NSG3,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
SULTANPUR JN.,SLN,NSG3,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
AMETHI,AME,NSG4,LUCKNOW,NR,AMETHI,UTTAR PRADESH
AYODHYA,AY,NSG4,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
BARABANKI JN.,BBK,NSG4,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
BHADOHI,BOY,NSG4,LUCKNOW,NR,BHADOHI,UTTAR PRADESH
JANGHAI JN.,JNH,NSG4,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
JAUNPUR CITY,JOP,NSG4,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
PRAYAG JN.,PRG,NSG4,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
UNNAO JN.,ON,NSG4,LUCKNOW,NR,UNNAO,UTTAR PRADESH
ALAM NAGAR,AMG,NSG5,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
BACHHRAWN,BCN,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
BADSHAHPUR,BSE,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
DARYABAD,DYD,NSG5,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
GAURIGANJ,GNG,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH
GOSHAINGANJ,GGJ,NSG5,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
JAIS,JAIS,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH
KASHI,KEI,NSG5,LUCKNOW,NR,VARANASI,UTTAR PRADESH
KUNDA HARNAMGANJ,KHNM,NSG5,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
LALGANJ,LLJ,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
LALGOPALGANJ,LGO,NSG5,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
LAMBHUA,LBA,NSG5,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
MALIPUR,MLPR,NSG5,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH
MARIAHU,MAY,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
MUSAFIRKHANA,MFKA,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH
NIHALGARH,NHH,NSG5,LUCKNOW,NR,AMETHI,UTTAR PRADESH
PHAPHAMAU JN.,PFM,NSG5,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
PHULPUR,PLP,NSG5,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
RUDAULI,RDL,NSG5,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
SRI KRISHNA NAGAR,SKN,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
SURIAWAN,SAW,NSG5,LUCKNOW,NR,BHADOHI,UTTAR PRADESH
UNCHAHAR JN.,UCR,NSG5,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
ZAFARABAD JN.,ZBD,NSG5,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
ACHARYA NARENDRA DEV,ACND,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
ADHINPUR,AHZ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
AJGAIN,AJ,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
AKBAR GANJ,AKJ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
AMAUSI,AMS,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
ANTU,ANTU,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
ANUPGANJ,APG,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
ATRAMPUR,ARP,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
BABATPUR,BTP,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
BAKHSHA,BKSA,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
BAKKAS,BKKS,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
BANDHUA KALAN,BDKN,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
BANI,BANI,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
BARAGAON,BNM,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
BARYA RAM,BYHA,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
BHADAIYAN,BDIN,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
BHADRI,BHDR,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
BHARATKUND,BTKD,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
BIGHAPUR,BQP,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
BILHAR GHAT,BLG,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
BILWAI,BWI,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
BIRAPATTI,BRPT,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
BISHNATH GANJ,BTJ,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
CHAUBISI,CHBS,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
CHAUKHANDI,CHH,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
CHHANDRAULI,CDRL,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
CHILBILA JN.,CIL,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
DALMAU JN.,DMW,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
DANDUPUR,DND,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
DARSHANNAGAR,DRG,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
DARYAPUR,DYP,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
DEORAKOT,DELO,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
FURSATGANJ,FTG,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
GANGAGANJ,GANG,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
GARHI MANIKPUR,GRMR,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
GAURA,GRX,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
GAURIYAMAU,GMU,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
HAIDERGARH,HGH,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
HARAUNI,HRN,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
HARCHANDPUR,HCP,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
HARPALGANJ,HRPG,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
JAFARGANJ,JFG,NSG6,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH
JAGESHARGANJ,JGJ,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
JAITIPUR,JTU,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
JALALGANJ,JLL,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
JALALPUR-DHAI,JPD,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
JUGAUR,JRR,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
KANKAHA,KKAH,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
KANPUR LEFT BANK BRIDGE,CPB,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
KAPSETHI,KEH,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
KASIMPUR HALT,KCJ,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
KATAHRI,KTHE,NSG6,LUCKNOW,NR,AMBEDKAR NAGAR,UTTAR PRADESH
KHAJURHAT,KJA,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
KHALISPUR,KSF,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
KHETA SARAI,KS,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
KHUNDAUR,KDF,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
KOIRIPUR,KEPR,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
KUNDANGANJ,KVG,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
KURBHAR,KBE,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
KUSUMBHI,KVX,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
LACHHMANPUR,LMN,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
LOHTA,LOT,NSG6,LUCKNOW,NR,VARANASI,UTTAR PRADESH
MAA BRAHI Devi DHAM,MBDD,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
MAGARWARA,MGW,NSG6,LUCKNOW,NR,UNNAO,UTTAR PRADESH
MAHARANI PACHCHIM,MWP,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
MAHGAWAN HALT,MGWN,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
MALHOUR,ML,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
MANAK NAGAR,MKG,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
MASODHA,MSOD,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
MAU AIMMA,MEM,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
MIHRAWAN,MIH,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
MISHRAULI,MFL,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
MOHANLALGANJ,MLJ,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
MONDH,MOF,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH
NIBHAPUR,NBP,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
NIGOHAN,NHN,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
PAKHRAULI,PKX,NSG6,LUCKNOW,NR,SULTANPUR,UTTAR PRADESH
PARIAWAN KALAKANKAR,PQN,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
PARSIPUR,PRF,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH
PATRANGA,PTH,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
PIPARPUR,PPU,NSG6,LUCKNOW,NR,AMETHI,UTTAR PRADESH
PIPARSAND,POF,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
PIRTHIGANJ,PHV,NSG6,LUCKNOW,NR,PRATAPGARH,UTTAR PRADESH
PRAYAGRAJ SANGAM,PYGS,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
RAGHURAJ SINGH,RRS,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
RAHMAT NAGAR,RMNR,NSG6,LUCKNOW,NR,LUCKNOW,UTTAR PRADESH
RAM CHAURA ROAD,RMC,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
RASAULI,RES,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
RAUZAGAON,RZN,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
RUPAMAU,RUM,NSG6,LUCKNOW,NR,RAE BARELI,UTTAR PRADESH
SAFDARGANJ,SGJ,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
SAFEDABAD,SFH,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
SAIDKHANPUR,SYK,NSG6,LUCKNOW,NR,BARABANKI,UTTAR PRADESH
SALARPUR,SLRP,NSG6,LUCKNOW,NR,AYODHYA,UTTAR PRADESH
SARAI CHANDI,SYC,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
SARAI GOPAL,SPGL,NSG6,LUCKNOW,NR,PRAYAGRAJ,UTTAR PRADESH
SARAI HARKHU,SVZ,NSG6,LUCKNOW,NR,JAUNPUR,UTTAR PRADESH
SARAI KANSRAI,SQN,NSG6,LUCKNOW,NR,BHADOHI,UTTAR PRADESH
